SID,delta,theta,alpha,beta,alpha_peak,1/f_slope,spindles,slow_oscillations,CAP_index
s32,0.0040557077280683656,0.4316382896261524,0.2228089110594415,0.34149709158633773,,-18.522095698823108,,,
s32,0.004320670801933884,0.4477232706935908,0.23889859301645452,0.30905746548802077,,-19.452217961404788,,,
s32,0.011678134125805671,0.4719921988061825,0.23578668755889884,0.280542979509113,9.5,-19.741860070445597,,,
s32,0.005176146678513781,0.40136827836168343,0.24416682419293592,0.34928875076686683,9.0,-20.521741470899382,,,
s32,0.003328219091252032,0.40724729559495704,0.25288856286266026,0.33653592245113073,,-18.217500497298108,,,
s32,0.006171566544522612,0.596684471539966,0.2115304196491456,0.18561354226636567,,-18.168847820251724,,,
s32,0.0035329076190860897,0.5889467268167418,0.197197370816545,0.21032299474762703,7.5,-18.09567207266022,,,
s32,0.006227122895659019,0.49981513039335324,0.20981626667562886,0.28414148003535894,,-19.94878004090804,,,
s32,0.005154258119779461,0.429249267404037,0.23407271379253572,0.3315237606836477,,-18.257964228341983,,,
s32,0.005096121778127816,0.5364546798778954,0.20911801198207683,0.24933118636190002,,-18.4560646044922,,,
s32,0.0027838906400338734,0.4394940867737265,0.23361545456170954,0.3241065680245301,8.0,-20.407624653508872,,,
s32,0.002168301055344895,0.5158545210106732,0.20294492491031096,0.2790322530236709,7.75,-19.826977052771756,,,
s32,0.004910771698298938,0.44771173560392635,0.23031239034966394,0.3170651023481107,8.0,-20.11096016709222,,,
s32,0.0042243902853723505,0.4400774370866426,0.2200248996649278,0.33567327296305727,8.25,-20.273299271549106,,,
s32,0.006399677047445265,0.5101237936446352,0.22772098075185768,0.25575554855606186,,-19.967511605606685,,,
s32,0.0017762617404476504,0.3099169515229313,0.26378613873526324,0.42452064800135786,10.5,-20.181183849059995,,,
s32,0.004421170894281531,0.5674036944702627,0.19876011103771643,0.2294150235977393,8.25,-18.1530695747153,,,
s32,0.005952290234041906,0.41886129903160135,0.23223611313624526,0.34295029759811135,,-20.159815322288658,,,
s32,0.0024397029165065948,0.3844006494245875,0.23609975402556546,0.37705989363334047,,-19.888397472019413,,,
s32,0.0032803856820657596,0.44655631774663707,0.21744362127900824,0.3327196752922889,9.5,-19.216360720347325,,,
s32,0.005582433484037023,0.4529202361658864,0.24109624543950053,0.30040108491057604,7.25,-18.0889359680559,,,
s32,0.004017916148489696,0.4474101002180227,0.23913262831994406,0.30943935531354355,8.25,-19.628570461493773,,,
s32,0.0030903488450161895,0.4749430811393212,0.2215989375045452,0.3003676325111174,7.25,-20.170914231311052,,,
s32,0.005590810099758742,0.509344912123266,0.22571390589976079,0.25935037187721455,7.5,-17.818283230905088,,,
s32,0.0037182715698069672,0.40134607897450086,0.21741278633174071,0.37752286312395145,,-20.598191934779898,,,
s32,0.0035454616907970786,0.3781727130299165,0.25948291978603866,0.35879890549324767,8.0,-18.830440883503396,,,
s32,0.004183807960414955,0.5322121249435073,0.21322382932305892,0.2503802377730187,,-18.967293419096087,,,
s32,0.0034955806157819496,0.4014419118589287,0.22943792683014566,0.36562458069514375,7.25,-19.917716435186776,,,
s32,0.003044884891672829,0.41621456890538433,0.2681130724681911,0.3126274737347518,8.25,-20.352796236635722,,,
s32,0.006186254373139884,0.41603856958509106,0.21559017388751453,0.36218500215425464,10.75,-19.324359685901598,,,
s32,0.005238785897446309,0.5250272925553348,0.21341698003065368,0.2563169415165652,,-20.044369723386858,,,
s32,0.0035840951093575176,0.42845297057724874,0.22548064301797335,0.3424822912954204,7.75,-18.790480199725252,,,
s32,0.00617096754310918,0.4481649265481035,0.2156378489652157,0.33002625694357157,,-19.578356652472976,,,
s32,0.002631852422138435,0.33047744051843253,0.23862148781033257,0.42826921924909644,,-20.68835240619226,,,
s32,0.0028562790339270515,0.4745281656034896,0.220989504895014,0.3016260504675694,,-19.472094837018037,,,
s32,0.005220047159182838,0.4466234819390041,0.22351978568550218,0.32463668521631095,,-20.608752840653096,,,
s32,0.004679201153180678,0.4420016958132784,0.2532059122989224,0.30011319073461856,9.5,-19.58224552064454,,,
s32,0.005480057337029763,0.3986425472633668,0.2565433281179617,0.3393340672816417,8.75,-19.459264108894132,,,
s32,0.0058421195036197,0.4699982674533159,0.22670502972183226,0.29745458332123226,9.5,-19.168450717981003,,,
s32,0.00505841958380699,0.44155245570675505,0.231576174207045,0.32181295050239295,7.75,-19.797838054950226,,,
