SID,delta,theta,alpha,beta,alpha_peak,1/f_slope,spindles,slow_oscillations,CAP_index
s07,0.006853626620375544,0.4668324428436846,0.2667756330882941,0.2595382974476458,7.75,-16.665287636519952,,,
s07,0.001842114034033775,0.3350687320736449,0.20349830667169838,0.45959084722062293,8.25,-18.930051874866155,,,
s07,0.004264206323422364,0.36557767552738824,0.2618196783076286,0.3683384398415607,8.5,-18.20586721849373,,,
s07,0.0034141694228621783,0.3844054791509479,0.24477869873730368,0.3674016526888862,7.75,-18.048799067901633,,,
s07,0.0023566384340329765,0.34632480333517607,0.2597960293938713,0.3915225288369195,8.25,-17.30902475965466,,,
s07,0.0027556556785087154,0.46599277394564764,0.22686882628856028,0.30438274408728344,8.0,-16.935481222818506,,,
s07,0.0031742801014621614,0.41954284245383155,0.21702873315967988,0.36025414428502633,8.75,-18.915140406851435,,,
s07,0.0038218155589361054,0.39733791018851783,0.23594146661574691,0.3628988076367991,8.5,-19.23188018491345,,,
s07,0.0031906211457128843,0.32521779375442106,0.2196110533726412,0.45198053172722485,8.5,-18.839065850655903,,,
s07,0.002538912287375693,0.3664454543405554,0.25987898488789735,0.3711366484841715,8.0,-18.961805750564398,,,
s07,0.0024435464365146387,0.42231896310341166,0.28845603503102923,0.2867814554290445,7.75,-18.387523123034565,,,
s07,0.0016058121734154201,0.3518988178085952,0.2963212911366057,0.3501740788813837,8.75,-18.36178189392471,,,
s07,0.009051798057680084,0.503364826057948,0.24604127901347048,0.2415420968709015,8.5,-18.07411444072844,,,
s07,0.004665944063272717,0.3815188063748705,0.3232679654417858,0.29054728412007097,8.25,-17.71041664093048,,,
s07,0.003345873740747062,0.37950062043196836,0.2211710892539386,0.39598241657334593,9.0,-18.5666172813226,,,
s07,0.0012038945886136583,0.33878298454271566,0.3180584895996185,0.34195463126905223,9.0,-18.557546427191003,,,
s07,0.004202273763538362,0.4811942329619545,0.24228542373542067,0.2723180695390864,8.0,-16.576480827984685,,,
s07,0.001963173730708785,0.3438110186845488,0.3353609237960865,0.318864883788656,8.5,-18.70220086680498,,,
s07,0.0032827740683503527,0.4501082301208823,0.24405230557960306,0.3025566902311643,8.5,-17.2684434507903,,,
s07,0.0028497566384365963,0.3403672743813262,0.26344111790915137,0.39334185107108594,8.25,-18.3541978193738,,,
s07,0.0016762179977485461,0.35121964931694627,0.2811376164196229,0.3659665162656823,8.25,-18.62129140097837,,,
s07,0.003217404824752463,0.3675143989550799,0.26379219179404784,0.36547600442611977,8.25,-18.786383283969634,,,
s07,0.006397663121352827,0.413294741098081,0.2952598657988382,0.285047729981728,8.25,-18.447495899274237,,,
s07,0.002764350802327559,0.38017182054309573,0.3229710663494937,0.294092762305083,8.75,-18.958283295017562,,,
s07,0.004394430949162853,0.5221551504128782,0.28766392935951535,0.18578648927844363,8.25,-18.459091624109583,,,
s07,0.003178620408295172,0.30879935272595804,0.30452098063477423,0.3835010462309726,8.75,-17.993344850279076,,,
s07,0.0036091123353405386,0.37183594565936257,0.21876405513102115,0.4057908868742758,7.25,-17.585814325154633,,,
s07,0.0030460373388703707,0.27348558641669946,0.31172509293405787,0.4117432833103722,8.0,-19.28719710333685,,,
s07,0.003422362916919144,0.3475157883809606,0.2899772319072777,0.3590846167948425,8.25,-17.040498842186366,,,
s07,0.004169523400632419,0.34949545804134197,0.26566636886462525,0.38066864969340036,8.5,-17.417334840736014,,,
s07,0.0030753383380589883,0.38303272812545774,0.2672572817470277,0.3466346517894555,9.0,-19.465400707584514,,,
s07,0.0023054149554552696,0.44713259954098117,0.2959835995345326,0.2545783859690309,8.0,-18.839677039878417,,,
s07,0.0031915496662248306,0.3003236770906364,0.27742918444137193,0.4190555888017668,8.5,-18.08516956566581,,,
s07,0.0017192566169033487,0.38710323398331437,0.25722472083090714,0.3539527885688752,8.0,-17.453400413319716,,,
s07,0.004952509548960649,0.33091403863010627,0.37248511142408447,0.2916483403968485,8.25,-17.95690446873944,,,
s07,0.0015831628128304457,0.3463503457203624,0.3116194277663841,0.34044706370042305,8.0,-17.419177543033733,,,
s07,0.0029580644716388628,0.41641822908741444,0.2593036796476673,0.3213200267932795,8.25,-17.655306242258995,,,
s07,0.005762314427616019,0.429896054106723,0.25128365103806094,0.31305798042759997,7.25,-17.91364599605995,,,
s07,0.002751183747999084,0.317479031411937,0.21744882680191316,0.46232095803815065,8.0,-18.70881087194419,,,
s07,0.005714481132784808,0.4278421370333253,0.2686907206715241,0.2977526611623658,7.75,-18.543441762452755,,,
