SID,delta,theta,alpha,beta,alpha_peak,1/f_slope,spindles,slow_oscillations,CAP_index
s21,0.006609362409989905,0.710042254822723,0.16247891928478414,0.120869463482503,,-17.531137423865925,,,
s21,0.00465553717578713,0.5265851430708364,0.19026768555834034,0.2784916341950362,,-18.52254474118277,,,
s21,0.008697533291332297,0.6963958957938922,0.1656757113924878,0.1292308595222878,,-16.481037253695497,,,
s21,0.005564796317479984,0.5984379872841984,0.15990113666833927,0.23609607972998226,,-19.08063499120706,,,
s21,0.005762911020181774,0.5863995388900102,0.15593753536462032,0.25190001472518775,,-18.71583124923628,,,
s21,0.004942558409976915,0.505330438776945,0.19992577895948208,0.28980122385359597,,-18.6991262699765,,,
s21,0.005196824337160147,0.5653240015242813,0.18844267445394908,0.24103649968460947,,-18.164470527172014,,,
s21,0.004474555320504452,0.569965104206707,0.18871664312565317,0.2368436973471354,7.75,-20.145196043088024,,,
s21,0.0033825202405115625,0.5735356339473036,0.17255529947339052,0.25052654633879445,,-20.479425978009466,,,
s21,0.004021325928836451,0.5657326412538486,0.17335159964165908,0.25689443317565597,7.75,-19.22643395289328,,,
s21,0.003375361689624369,0.5253596850274219,0.16792221605434204,0.30334273722861166,,-19.317300661299022,,,
s21,0.006290154766481861,0.6867893930306125,0.14598423004275934,0.16093622216014636,,-18.13384620016182,,,
s21,0.011324563414685733,0.6559781039872513,0.17336624603905573,0.1593310865590072,,-16.80232706959398,,,
s21,0.00807273033127978,0.5585798743625455,0.18563748250965376,0.2477099127965211,,-19.852973645284774,,,
s21,0.0036005106220025605,0.4656067288029938,0.20814346157587368,0.32264929899913,10.5,-20.45059817404195,,,
s21,0.014006619791811246,0.7516268036392273,0.14749540424075241,0.08687117232820903,7.25,-18.748689305232723,,,
s21,0.005519364458344545,0.5899248757967996,0.1838286957618535,0.2207270639830023,,-15.965706448737642,,,
s21,0.00573822963336616,0.4971631834891337,0.14686346843440737,0.3502351184430927,,-17.52837252131779,,,
s21,0.007097825843682572,0.7077709048103122,0.17129841140091867,0.1138328579450865,7.75,-15.903033104974345,,,
s21,0.0032280506619710965,0.48879832917150595,0.18945734975441939,0.3185162704121037,8.0,-19.30733344125526,,,
s21,0.004793216595850021,0.6129835530942088,0.16641420472373564,0.21580902558620552,,-17.910026380344895,,,
s21,0.009295158716967846,0.6288701509658026,0.16806859074297953,0.19376609957425003,7.25,-20.04906428657979,,,
s21,0.006850514776447933,0.6176772295448274,0.1504683313427981,0.22500392433592667,,-19.529512429709147,,,
s21,0.006152579074341909,0.6184212894604428,0.14892864194413036,0.22649748952108495,,-18.880062073884314,,,
s21,0.004662133744481778,0.4147636126874219,0.20362448607037084,0.37694976749772546,,-19.43960909957474,,,
s21,0.0027861673111740453,0.504027716894822,0.184525440871211,0.30866067492279287,,-21.230223792900517,,,
s21,0.004373346718852628,0.4307449566438603,0.23006659311438638,0.3348151035229007,,-19.50617875408158,,,
s21,0.0032234216416136934,0.44254190131539023,0.16742831197825742,0.3868063650647387,,-18.558158458121575,,,
s21,0.008989734317886938,0.6797226903001569,0.1603183658418283,0.1509692095401279,,-19.479415826046257,,,
s21,0.005358258025073822,0.5875286570037765,0.16466782374165262,0.2424452612294971,,-16.51987064328942,,,
s21,0.0036032144570677443,0.4247295403293342,0.2163982119719253,0.35526903324167275,8.0,-20.715687005407755,,,
s21,0.004369610146116544,0.5957691717772426,0.1355017588817476,0.2643594591948933,,-17.88885436575493,,,
s21,0.004422942566414789,0.6149771311552095,0.16921211560877383,0.2113878106696019,,-18.66310291168051,,,
s21,0.00318458363356452,0.4835983333178839,0.22669076708360406,0.28652631596494754,7.25,-20.921892440017782,,,
s21,0.0038045816540364513,0.39874909277439,0.1893115304288468,0.40813479514272666,7.5,-19.53164518777339,,,
s21,0.007629952952837834,0.6375738714688021,0.168652006603354,0.18614416897500619,,-13.620253789811267,,,
s21,0.00847536013701971,0.4595250318534885,0.19579813506522986,0.336201472944262,,-19.363325216763695,,,
s21,0.0051962407647033896,0.4445483654116187,0.1732998649737455,0.37695552884993255,,-18.303156971651013,,,
s21,0.005741338927831253,0.6619242424654507,0.1623511298363045,0.16998328877041363,,-17.157947727666677,,,
s21,0.006598683233905413,0.5423369973241627,0.18464847950896576,0.2664158399329661,,-18.90841381728011,,,
