SID,delta,theta,alpha,beta,alpha_peak,1/f_slope,spindles,slow_oscillations,CAP_index
s20,0.013846673929387399,0.7770638856168327,0.10170527503171291,0.10738416542206698,,-12.536865005573707,,,
s20,0.008773265902878876,0.7166151186690124,0.12616465459706913,0.1484469608310395,,-16.218049811317147,,,
s20,0.012903496134673292,0.8135484584341733,0.11179048466745138,0.06175756076370202,,-13.008786773914995,,,
s20,0.010761574872550242,0.6641349141865986,0.1514050184450252,0.1736984924958258,,-17.298031108290814,,,
s20,0.0046316339158844,0.5452869775350265,0.18175918235473368,0.2683222061943554,7.5,-16.320581982908056,,,
s20,0.012234387841478706,0.6774581937923608,0.17479655906124816,0.13551085930491222,,-15.59139856265966,,,
s20,0.010890899484225721,0.7915874321454549,0.11547124872944238,0.08205041964087698,,-14.376311017702488,,,
s20,0.01404966095147631,0.7735624232419817,0.11949580948855333,0.09289210631798876,,-12.001053758878944,,,
s20,0.009018238790030657,0.7223483951232976,0.10636501496237394,0.16226835112429797,,-15.651340248070552,,,
s20,0.009951513183073576,0.710309616318356,0.14089073928756565,0.1388481312110047,7.5,-16.606832930489844,,,
s20,0.011516266894150383,0.8127207415474713,0.08908919737338868,0.08667379418498974,,-16.438664030370916,,,
s20,0.007841612275586387,0.6104549031361229,0.1768915109550318,0.20481197363325876,,-15.708447523503507,,,
s20,0.006240578015718802,0.7667693497365897,0.11326636957846568,0.11372370266922567,7.25,-13.876777860902,,,
s20,0.007787741798762757,0.7781742296536146,0.11556512931871157,0.09847289922891102,7.25,-13.859669623903319,,,
s20,0.010204886576138881,0.7528547350317617,0.14164735313478985,0.09529302525730948,,-16.016566240380197,,,
s20,0.012345897763453477,0.8412816558147211,0.07487466314218884,0.07149778327963652,,-16.122987849859317,,,
s20,0.007087132265338827,0.8079992896504484,0.11756502984820938,0.06734854823600338,7.25,-14.918997749744085,,,
s20,0.007707846513485407,0.8048930520612938,0.1164770448617741,0.07092205656344668,,-16.071390071653568,,,
s20,0.008641156575053387,0.6403865438549939,0.16326565533813006,0.18770664423182268,7.25,-14.36741403317679,,,
s20,0.00890107534905852,0.7140670790228458,0.14073730698926287,0.13629453863883284,,-14.64969091116045,,,
s20,0.009509212981051013,0.8194065577105698,0.0962877155560324,0.07479651375234674,,-14.581018140542538,,,
s20,0.016082805941586432,0.7805833621141458,0.12229136980980422,0.0810424621344637,,-12.391703844259894,,,
s20,0.017373905583309594,0.8423689791150448,0.07884078698548715,0.061416328316158494,,-14.117967999779141,,,
s20,0.008141874115518253,0.769108725069518,0.11646946384102513,0.10627993697393881,,-15.569583699722545,,,
s20,0.01020875597296552,0.8145659830224958,0.10155072230848375,0.07367453869605473,,-16.38541045010724,,,
s20,0.010894896845683807,0.7666109664430056,0.13941428280039422,0.08307985391091635,,-14.677362786064018,,,
s20,0.007649043378995166,0.6541158385784106,0.18960233648944633,0.14863278155314785,7.5,-15.24422880215483,,,
s20,0.011096628808376955,0.6554822030851908,0.12912253479580968,0.2042986333106226,,-14.906437387978421,,,
s20,0.006392947025303283,0.6352526612982927,0.16969938611500865,0.1886550055613954,,-16.379797604709843,,,
s20,0.010934253542046048,0.8528704590002628,0.0930482230924377,0.04314706436525346,,-13.300721378298766,,,
s20,0.010727384776484017,0.7399735573428966,0.12833653130049869,0.12096252658012067,,-15.613956943563078,,,
s20,0.008612097480813511,0.6755400196751151,0.13409922874805646,0.18174865409601493,,-17.020276576456276,,,
s20,0.019756849028060734,0.6635877892489462,0.1538619908392,0.16279337088379306,,-0.06725305588446417,,,
s20,0.013501065236219611,0.8365533499712862,0.08587295409441836,0.06407263069807577,,-15.622354550679521,,,
s20,0.01074081835274017,0.8215081082023956,0.09430522293293205,0.07344585051193217,,-14.952970490342894,,,
s20,0.014806924004103035,0.7221662299437308,0.12509285882229287,0.1379339872298733,,-16.428834386463215,,,
s20,0.010643689520477366,0.6265504001506252,0.17411950411803964,0.18868640621085783,,-13.335934433478428,,,
s20,0.011640233197018849,0.8423916601374036,0.0915426875732445,0.054425419092333,7.25,-14.417494068430559,,,
s20,0.017447952106414095,0.732644519058425,0.13145796283526887,0.11844956599989213,,-11.424562468130157,,,
s20,0.011489200937477845,0.6680831263518773,0.16941284483934635,0.15101482787129858,,-14.619721068060555,,,
