SID,delta,theta,alpha,beta,alpha_peak,1/f_slope,spindles,slow_oscillations,CAP_index
s22,0.011983446981444441,0.779034283583701,0.12252102427406027,0.08646124516079416,,-13.717054200908391,,,
s22,0.00903773923370822,0.5039054975923883,0.13562806615556905,0.3514286970183344,,-14.669983160298253,,,
s22,0.004897484902122776,0.5442188760679744,0.1058851815805648,0.344998457449338,7.5,-16.636531560931605,,,
s22,0.011252441728864103,0.6275634900861959,0.13172218947213454,0.22946187871280552,7.5,-13.645010504653554,,,
s22,0.005951881907723948,0.4519664222639071,0.11085062896327101,0.4312310668650978,,-15.051401318405015,,,
s22,0.021267403483885658,0.5879749192190608,0.1284272856604189,0.2623303916366348,,-11.38241724963222,,,
s22,0.006087865707980824,0.5398790210023745,0.15060840128562167,0.30342471200402304,,-14.34765423823071,,,
s22,0.0056021982623830355,0.5896618874980643,0.1395727331076472,0.26516318113190557,7.5,-14.83245941618604,,,
s22,0.007604520209363427,0.47498075279426843,0.12872327630930708,0.38869145068706107,,-14.40207282542786,,,
s22,0.004929276394235189,0.42613037318129976,0.1563043889628088,0.41263596146165626,8.25,-14.24681652331016,,,
s22,0.008549019048688268,0.6949570797430832,0.1222411140045949,0.1742527872036336,,-14.30065804487626,,,
s22,0.008687315994149559,0.6352434925704662,0.13867836287001584,0.2173908285653684,,-13.830832260253878,,,
s22,0.010156253758079162,0.6363584263494043,0.12385495360125917,0.2296303662912573,,-13.777515085460093,,,
s22,0.011530454186999814,0.722169872987242,0.1293496324407164,0.13695004038504183,,-14.964459020232578,,,
s22,0.01134507197858749,0.6588864589155975,0.11814427508493754,0.21162419402087745,,-14.087004541282237,,,
s22,0.009703254407917455,0.7558083812914875,0.11069801563694727,0.12379034866364781,,-13.770005958374405,,,
s22,0.002877626987193677,0.5629272692622375,0.1178361150530858,0.3163589886974831,,-15.435879297389539,,,
s22,0.0065045105529052336,0.557065897718383,0.10525447842018136,0.3311751133085303,,-14.95860291836802,,,
s22,0.006740117067097544,0.5113145530321452,0.13625505273217395,0.34569027716858336,,-15.369605209686815,,,
s22,0.011762885018082321,0.5699246781286653,0.10855589985975977,0.3097565369934926,,-14.525353872404889,,,
s22,0.010228749627817514,0.7128460100352866,0.11898903615409878,0.15793620418279702,,-14.054435755065382,,,
s22,0.008840196855366172,0.7153080021812123,0.1122115385837782,0.16364026237964327,,-13.314419861903625,,,
s22,0.004585615792437912,0.5267976069626393,0.11761967629486988,0.3509971009500529,7.75,-14.406374491825396,,,
s22,0.007232655134260087,0.5504600423491022,0.09244119053296301,0.34986611198367484,,-14.695350708828144,,,
s22,0.011749365023527506,0.6785967975068048,0.09131556608021262,0.21833827138945514,,-15.031021077452936,,,
s22,0.007282498395018661,0.6032380225305821,0.11509497552223497,0.2743845035521644,,-13.2878858317034,,,
s22,0.0027897897463170325,0.5056647532124664,0.1003383668797996,0.39120709016141697,,-14.453490364372806,,,
s22,0.011013803209177933,0.6629973741526514,0.09988967081288161,0.226099151825289,,-14.47837123992958,,,
s22,0.006438390173649606,0.48412814426660666,0.1180677962471864,0.39136566931255734,,-14.185114506259687,,,
s22,0.006366968782150817,0.6169227500433161,0.10793896756189893,0.26877131361263407,,-13.877681495052665,,,
s22,0.006077156263635965,0.6189939322022923,0.12394615319593154,0.25098275833814016,,-14.505571959532071,,,
s22,0.011532704682614152,0.6058111079116761,0.1064494628093638,0.27620672459634577,7.5,-15.197227664869974,,,
s22,0.007871898804122784,0.6149427365820657,0.13346821987137097,0.24371714474244077,7.25,-14.165076903900365,,,
s22,0.008630690402601126,0.7438937460485915,0.11807297761508688,0.12940258593372053,,-14.72178754257739,,,
s22,0.0036625077364713333,0.5518530968581441,0.11326986688514529,0.3312145285202392,,-13.23505105578914,,,
s22,0.0038298850710571154,0.5500969326558637,0.14109966866985474,0.3049735136032246,,-13.95429934781725,,,
s22,0.0050000404220572345,0.5724730816798603,0.13973435348220795,0.2827925244158745,,-15.5831985542637,,,
s22,0.006553059363091843,0.5934794117075504,0.12054397819263776,0.27942355073672015,7.5,-15.171756585225843,,,
s22,0.008684867991738654,0.5818022143742895,0.11769521361277009,0.2918177040212017,7.25,-15.199705216720593,,,
s22,0.006204744554675047,0.5475603129473139,0.12892984669317104,0.31730509580483995,,-14.727605595549834,,,
