SID,delta,theta,alpha,beta,alpha_peak,1/f_slope,spindles,slow_oscillations,CAP_index
s31,0.0054960905460795465,0.5900760690385465,0.17969521119577467,0.22473262921959924,9.0,-17.82370509264238,,,
s31,0.005901232441757696,0.6107650164841834,0.19291792458185936,0.19041582649219965,,-14.673020758362492,,,
s31,0.006347046787757339,0.6093487904273166,0.19833553729067263,0.18596862549425341,7.25,-15.586247676968688,,,
s31,0.007832670100600599,0.6268720649960308,0.18887906808654803,0.17641619681682066,,-16.128930721294356,,,
s31,0.005725718687870273,0.6805698434474466,0.17616168720661363,0.1375427506580693,,-15.047539237312654,,,
s31,0.006119061978811668,0.5861540892179669,0.20865155251140652,0.19907529629181497,7.25,-17.02626710146673,,,
s31,0.0076722024892119855,0.6361460819394921,0.18990438716254168,0.1662773284087542,,-16.185182112547725,,,
s31,0.007762906266426688,0.5796040406823066,0.2148240820187772,0.19780897103248943,,-16.35019082102627,,,
s31,0.004901749481572083,0.607141116212025,0.17675391849438082,0.21120321581202198,,-16.327635319048248,,,
s31,0.0058883439104619375,0.6683731758864159,0.19087422616403443,0.1348642540390876,,-16.454480618863812,,,
s31,0.009201430136708015,0.6549544267154853,0.17550067601173774,0.16034346713606895,,-14.90297169941555,,,
s31,0.007399108286237208,0.5567391633712198,0.2281145873809844,0.20774714096155866,,-14.257283671704911,,,
s31,0.011154027231757941,0.543015005536637,0.21010210767444812,0.23572885955715703,7.25,-15.31103178745846,,,
s31,0.004632870004077151,0.62875142705516,0.19454600489027887,0.17206969805048405,,-15.871793728767017,,,
s31,0.006128072470665528,0.6276981208516502,0.19314537710004553,0.17302842957763864,,-16.918519296004078,,,
s31,0.010267306232869231,0.7284615655470247,0.14696370745462878,0.11430742076547724,8.0,-16.113513470357212,,,
s31,0.004980704451805074,0.6222526748875078,0.20660096431033506,0.16616565635035208,8.5,-16.248322769854195,,,
s31,0.003651835945564676,0.6762208282384475,0.16645459772329158,0.15367273809269627,7.5,-17.036089250273612,,,
s31,0.010738237351074032,0.6879623827362055,0.1612883694319102,0.14001101048081022,,-9.250249450638647,,,
s31,0.00897432820277894,0.6121138249681427,0.1878796899982591,0.19103215683081917,7.75,-16.305261904763057,,,
s31,0.0034885701499811866,0.5440351396605542,0.1872270462580039,0.2652492439314607,,-14.874805536154263,,,
s31,0.00810571343818546,0.600996311819638,0.22638485084284532,0.16451312389933137,,-16.75409292490704,,,
s31,0.012084928255552166,0.7242534891948795,0.13873178063571467,0.12492980191385365,,-15.518107116235576,,,
s31,0.008249059888212465,0.5892201726148213,0.18444116358577786,0.21808960391118842,,-15.462636242866598,,,
s31,0.006680057459886222,0.611619656615162,0.19423823980969615,0.18746204611525558,7.25,-16.656657757589887,,,
s31,0.007901037294704876,0.6505585382051666,0.19345300454813552,0.14808741995199293,8.0,-16.030476952882484,,,
s31,0.010137828940908056,0.6248798330760446,0.19473692235466847,0.17024541562837903,,-15.260546252816699,,,
s31,0.007681203307155061,0.569170500677024,0.1827570594376154,0.24039123657820552,8.0,-16.70073564998895,,,
s31,0.0031662571604087536,0.48245567990317484,0.21627696097365742,0.298101101962759,12.5,-17.305348322793364,,,
s31,0.006271444543438371,0.5254506908976894,0.20802500347618602,0.26025286108268614,,-17.245581881469654,,,
s31,0.00932947120307186,0.6310864155682399,0.17327184558977135,0.18631226763891687,,-16.941724940818,,,
s31,0.005631626240624407,0.6397019068075399,0.16476235216518217,0.18990411478665348,7.5,-15.720048914502037,,,
s31,0.013262615607148198,0.6960169709453873,0.15236693296995663,0.13835348047750787,7.5,-14.968011376737667,,,
s31,0.010313630064079503,0.686757498179179,0.16917704886777066,0.13375182288897103,7.25,-13.50390319489646,,,
s31,0.004988669786481388,0.583118099662705,0.21436702460348364,0.19752620594733003,8.25,-16.005736687956137,,,
s31,0.005428047124251241,0.571769776976875,0.18999263646478637,0.23280953943408733,,-16.904107482344408,,,
s31,0.008841065182501629,0.6836133590385494,0.17019838186202255,0.13734719391692646,,-13.483361677863394,,,
s31,0.013117796687129228,0.7314539845088882,0.13788085624221172,0.1175473625617708,,-15.046766644491823,,,
s31,0.00464897171958272,0.6330529160617746,0.17475333028852688,0.18754478193011584,,-16.198447934932762,,,
s31,0.007738222820827349,0.5921334452533835,0.1983263639697555,0.20180196795603364,,-16.118638638415202,,,
