SID,delta,theta,alpha,beta,alpha_peak,1/f_slope,spindles,slow_oscillations,CAP_index
s17,0.009782617523795866,0.7583319877938376,0.15485345713774518,0.07703193754462151,,-12.948034941279484,,,
s17,0.012060326967767526,0.7912468251410847,0.12639205080360183,0.07030079708754584,,-14.10737227181858,,,
s17,0.007495211865574577,0.7973489692070455,0.13274634464014134,0.06240947428723872,,-14.01561800144997,,,
s17,0.0052041520484795096,0.7428551610938943,0.1402755643383859,0.11166512251924024,,-15.797953112905715,,,
s17,0.021350645115066166,0.75790255605164,0.14141132485352897,0.0793354739797648,,-15.005461105883024,,,
s17,0.009828546769264864,0.7853011039645065,0.13050556500081745,0.07436478426541131,,-15.446829475433693,,,
s17,0.008268026434473896,0.756119516869158,0.13558114108626684,0.10003131561010124,,-13.75838757152641,,,
s17,0.01063082943585298,0.8124666051263449,0.11813745568506745,0.058765109752734614,,-15.59220484072154,,,
s17,0.008655410474684442,0.7901610650827705,0.13130097943575664,0.06988254500678838,,-14.255777814359867,,,
s17,0.01032206396712824,0.8190466102767655,0.11185793213065469,0.05877339362545158,,-15.919023534996082,,,
s17,0.01003047766985953,0.7817520076619163,0.13961680881086158,0.06860070585736269,,-15.61559256087527,,,
s17,0.011382015319275867,0.795875015706269,0.13044168957061858,0.06230127940383665,,-13.193288943220136,,,
s17,0.0052901078561117835,0.8125109149916294,0.12966123723784542,0.05253773991441328,,-14.402584126290375,,,
s17,0.009029172418715868,0.7847145376923422,0.1327855563186369,0.07347073357030516,,-15.073321822530655,,,
s17,0.013537322617691997,0.8039990679314862,0.12063312168527418,0.06183048776554749,,-13.64990326219817,,,
s17,0.011949439191355498,0.7980674506092131,0.13439987491277308,0.05558323528665822,,-15.698397565797825,,,
s17,0.00868776264368097,0.8208723516774801,0.1180796582157236,0.052360227463115375,,-14.922698404582924,,,
s17,0.011777123481636878,0.7912254238988142,0.12081958529707781,0.0761778673224711,,-15.297561685992088,,,
s17,0.01186195678865901,0.7768342393829704,0.13495952912779177,0.0763442747005788,,-15.719644309377367,,,
s17,0.013070452955457862,0.8044775264506346,0.11293182177817301,0.06952019881573454,,-16.082011646569395,,,
s17,0.019496964422629635,0.7937116180610239,0.11793552818591072,0.06885588933043575,,-14.33804358783272,,,
s17,0.00865384049010095,0.7900409849536247,0.13545844382318076,0.06584673073309372,,-14.471954097711683,,,
s17,0.004878963454169321,0.8221427538830304,0.11191634085374294,0.06106194180905739,,-15.037124248481652,,,
s17,0.018734089970825298,0.7979415843388457,0.11127620074828087,0.07204812494204815,,-15.427041067792713,,,
s17,0.006328051390657758,0.8294765716744819,0.10825995638829808,0.05593542054656242,,-15.63942524328265,,,
s17,0.007296965674080928,0.812180723625287,0.12098852269715366,0.05953378800347819,7.25,-15.469672347457784,,,
s17,0.01015694054919267,0.7913301368324165,0.1334736931607094,0.06503922945768138,,-15.22409617595358,,,
s17,0.009411831334999487,0.8150747261147447,0.1179040902309928,0.057609352319263084,,-16.20100642779876,,,
s17,0.009038619643589022,0.8223031217405431,0.11467709951113965,0.05398115910472824,,-15.695660755176025,,,
s17,0.008616812361212903,0.7735688190671137,0.1386241681387773,0.07919020043289622,,-15.336214868793295,,,
s17,0.01503900414813179,0.7653285457449509,0.14064577568409534,0.07898667442282188,,-16.79590976068194,,,
s17,0.008879430282644695,0.7964472395934442,0.13488065246927117,0.059792677654639914,,-15.196246991793997,,,
s17,0.01021661266263539,0.8167562422120673,0.12180915788797003,0.051217987237327275,,-13.776705804887543,,,
s17,0.009756837200364082,0.8025896028982693,0.12334404300800396,0.06430951689336277,,-15.138036501876357,,,
s17,0.00614093150221258,0.7576619902682951,0.15174031676441618,0.08445676146507623,,-15.335988035790542,,,
s17,0.012788233454593225,0.6705194985776584,0.18646192655252034,0.13023034141522813,,-17.315683953999496,,,
s17,0.009029471532300772,0.7801396760606112,0.13490111853859188,0.07592973386849619,,-14.843155374634152,,,
s17,0.009822978944726038,0.7721372588408708,0.13279905020775049,0.08524071200665273,,-15.379399398135757,,,
s17,0.004256246608528417,0.7874588605980122,0.13142342169067264,0.07686147110278682,,-14.698317241043833,,,
s17,0.008974920684132899,0.7678539876753385,0.1457243473436415,0.07744674429688701,,-15.305617903921888,,,
