SID,delta,theta,alpha,beta,alpha_peak,1/f_slope,spindles,slow_oscillations,CAP_index
s14,0.007726690678977198,0.5862950521555236,0.1425618967616054,0.26341636040389393,,-14.740295474422489,,,
s14,0.01430332511133023,0.7458045095682883,0.11115676222311627,0.1287354030972652,,-14.806920220918222,,,
s14,0.010449035577429556,0.6736403921778649,0.12078139640807364,0.1951291758366321,7.25,-10.180446446849137,,,
s14,0.0086012685374799,0.652268931941405,0.14401517393142824,0.19511462558968676,7.5,-13.905881911127926,,,
s14,0.01879371338956391,0.852053172698009,0.0794576983645191,0.0496954155479081,7.25,-13.521985503595781,,,
s14,0.00915695675415319,0.6280697545275702,0.13641459951056673,0.22635868920770982,,-13.22068835669575,,,
s14,0.009173127048662442,0.6133779622547951,0.15335762468776812,0.22409128600877432,,-15.618517884175047,,,
s14,0.008805620182391031,0.7204655109812269,0.1416814330478148,0.12904743578856714,7.75,-14.728989676324337,,,
s14,0.005734623379984656,0.7247966176626784,0.12816803461763543,0.1413007243397015,,-15.013711911130448,,,
s14,0.01393043397827624,0.797920795744934,0.10841147324018167,0.07973729703660813,,-11.905810102199313,,,
s14,0.009803500366346939,0.7254015483982676,0.12116243411617436,0.14363251711921096,,-13.587469985267582,,,
s14,0.013910696169932533,0.8033336258357937,0.09403108450850244,0.0887245934857712,,-13.486880042818614,,,
s14,0.007965146547654222,0.7066075324816096,0.15005710760421687,0.13537021336651942,,-14.943448688596913,,,
s14,0.009054691202584347,0.7563666985815841,0.10783216298748094,0.12674644722835066,,-15.358690204637623,,,
s14,0.010693332692590637,0.7283725256524679,0.1328651575927234,0.1280689840622181,,-13.386718976551824,,,
s14,0.009205256544355604,0.719804187730893,0.10136197183899283,0.16962858388575852,,-16.393623680200577,,,
s14,0.012398167897936387,0.8113075948862095,0.09591982353789028,0.0803744136779638,,-13.370358773553397,,,
s14,0.007525116352746068,0.7543834283504469,0.11143565625706046,0.1266557990397466,7.25,-14.797664153655626,,,
s14,0.009036664328714715,0.6628496742082896,0.13389711403407095,0.19421654742892472,7.5,-15.016282113636066,,,
s14,0.009161540955174205,0.808900637662344,0.11315813613446545,0.06877968524801649,,-11.94493114608592,,,
s14,0.014427518775677892,0.6787703709162195,0.13460610086506722,0.17219600944303554,8.25,-13.709229317952971,,,
s14,0.009896476335852644,0.7951249331892558,0.1092676767987838,0.08571091367610761,,-12.480131691620944,,,
s14,0.009776809779203087,0.7127638413623149,0.12026691064657916,0.15719243821190307,,-11.583253955361021,,,
s14,0.010096292638745133,0.7957020584530484,0.10590912613729118,0.08829252277091545,,-12.88434891068556,,,
s14,0.012090149117646665,0.7343450399586906,0.10314628834972356,0.1504185225739392,7.75,-13.475464768836096,,,
s14,0.004365410220358197,0.7537891582082674,0.09718074341369724,0.1446646881576771,,-15.54853472210392,,,
s14,0.013177016061386397,0.7048278760863502,0.11072700787476059,0.17126809997750272,,-14.52794727426838,,,
s14,0.011178420497657465,0.6079849279186369,0.1886575267372938,0.192179124846412,,-7.496159539678943,,,
s14,0.00925098715228447,0.7638526638390873,0.12613964494923155,0.10075670405939664,,-13.376435983787266,,,
s14,0.014992422891817804,0.782601601719906,0.1271148575803305,0.07529111780794558,,-13.353423066382376,,,
s14,0.00958611567885429,0.6820910936870745,0.12775381478440512,0.18056897584966616,,-14.82873363708493,,,
s14,0.010035693250066417,0.7140443390440167,0.1347867929069631,0.14113317479895385,7.25,-10.89000178106359,,,
s14,0.006109345635664196,0.7178181735593563,0.11242212194705684,0.16365035885792278,,-15.31371090895414,,,
s14,0.006581467567844051,0.641415992129859,0.16930342411563634,0.1826991161866606,,-10.122924099175624,,,
s14,0.009781707258322888,0.5938742730624361,0.14678245782922703,0.249561561850014,,-13.375248866772832,,,
s14,0.007457267783248195,0.6486035352880621,0.15690078279162906,0.1870384141370606,,-14.175011853040393,,,
s14,0.008646501334325313,0.6817620925999968,0.13736541240851383,0.17222599365716415,7.75,-14.697708519203738,,,
s14,0.0123646741124605,0.6811613619950556,0.11685271043603825,0.18962125345644568,,-14.972290945835743,,,
s14,0.015338005487968107,0.7324241562868726,0.10641373581629264,0.14582410240886662,7.5,-14.094039005749263,,,
s14,0.00707378010547019,0.8535829225501051,0.09295370614010431,0.04638959120432039,7.25,-13.592812651910235,,,
