SID,delta,theta,alpha,beta,alpha_peak,1/f_slope,spindles,slow_oscillations,CAP_index
s09,0.0066032857934843125,0.7635325973736308,0.13273378572108452,0.09713033111180044,,-15.588167925276956,,,
s09,0.013822859855461986,0.7298209127534445,0.15524992347440217,0.1011063039166913,,-14.94133905713049,,,
s09,0.011577536568944242,0.7821550586868931,0.14149013188989218,0.06477727285427058,,-13.991973447371008,,,
s09,0.019222138203134467,0.8057316798563414,0.11829611169599212,0.05675007024453182,,-13.235016080017964,,,
s09,0.010685888645857487,0.8214909926487097,0.11458856048854199,0.053234558216890715,,-15.321706029893386,,,
s09,0.0079022780055056,0.7279852744752545,0.15402031166408492,0.11009213585515507,,-14.332531885093045,,,
s09,0.009670070264543728,0.7897780892872049,0.13045850142735846,0.07009333902089283,,-15.283947005648589,,,
s09,0.010872214246436642,0.795666459134599,0.1195851325174587,0.07387619410150568,,-14.154945357310359,,,
s09,0.009816202813073138,0.7202588271618076,0.13209898484453805,0.1378259851805814,,-16.33510065320146,,,
s09,0.014952358550707692,0.7953787438190523,0.12719700889621796,0.062471888734022055,,-14.133071333367356,,,
s09,0.007391440555681176,0.7131186033651551,0.14861126970239572,0.13087868637676803,,-16.221810422996235,,,
s09,0.010746806558985609,0.727217916216258,0.13491389392956324,0.12712138329519326,,-13.586807950998587,,,
s09,0.010279490746761065,0.8080522366801502,0.12049995784838144,0.06116831472470718,,-14.259365997278653,,,
s09,0.007602084312760961,0.7893880645693334,0.11994641308852716,0.08306343802937831,,-14.574162760191223,,,
s09,0.01311917027366644,0.7907481581158484,0.13040265156674796,0.06573002004373724,7.25,-15.10185489323367,,,
s09,0.01703288612339926,0.8387124169787923,0.07340757364715543,0.07084712325065297,,-15.020308026688875,,,
s09,0.006612927936775361,0.804314403194654,0.11721023382573455,0.07186243504283607,,-13.653560010928866,,,
s09,0.012904723143921187,0.7711979534570806,0.12797755170355515,0.08791977169544307,,-15.409047715091612,,,
s09,0.012928173469199155,0.7638638905784915,0.13205825904736046,0.09114967690494886,,-14.468162655468962,,,
s09,0.011281088557221076,0.781298795868882,0.12591768834375028,0.08150242723014679,,-14.396719327457436,,,
s09,0.012912015330090157,0.8530199886309858,0.08466108240639791,0.04940691363252616,,-14.958938442110853,,,
s09,0.014551550469166752,0.8211271319419765,0.11802830104955593,0.04629301653930073,,-12.658790343011827,,,
s09,0.014368110312381817,0.8230401330102463,0.0980119774052362,0.06457977927213587,,-14.421412150793255,,,
s09,0.016619664867768946,0.7659449014906385,0.12967808241112647,0.0877573512304661,,-14.805108484307606,,,
s09,0.01196121124779875,0.7961138277621829,0.13239196734732656,0.0595329936426918,,-14.876460994831207,,,
s09,0.009766007504986624,0.8223104283007239,0.10730137310869556,0.06062219108559412,,-15.261879765203245,,,
s09,0.013827635176514301,0.7825266552086354,0.12887315471053395,0.07477255490431631,7.5,-12.67360365764126,,,
s09,0.01123979378463911,0.8189043710867996,0.1075851709388309,0.06227066418973045,7.5,-15.526217217530277,,,
s09,0.012309672831779904,0.8427673854849569,0.09061407780546726,0.05430886387779598,,-13.455763644798214,,,
s09,0.014180155785125138,0.8006274643560132,0.12027017536762186,0.06492220449123978,,-14.376852824215016,,,
s09,0.026064980986258406,0.8332420941074706,0.09513063412917491,0.04556229077709624,,-13.332659200095204,,,
s09,0.009955537513503246,0.8152555547740067,0.10767396402315607,0.06711494368933392,,-14.755308561419598,,,
s09,0.010871961322771358,0.8422917121391361,0.0886794770567871,0.05815684948130549,,-15.639021503866184,,,
s09,0.011566699401748757,0.8518047539429647,0.08683859193466746,0.04978995472061924,,-13.835212253728153,,,
s09,0.009832703186135414,0.8089792375607914,0.11193527146022894,0.06925278779284444,,-14.587810794088488,,,
s09,0.008773562661268986,0.804253821119018,0.12553054738471123,0.06144206883500174,,-15.22296944750898,,,
s09,0.01541285673615323,0.8074153387391997,0.11665100580273355,0.06052079872191363,7.25,-13.69703584969683,,,
s09,0.01603229620732288,0.759073088826203,0.10200362490413416,0.12289099006234003,,-14.529873994649648,,,
s09,0.018603810389598793,0.8306567906425523,0.10196392088047111,0.048775478087377824,,-14.732501271904319,,,
s09,0.009766546376404285,0.7924735028959338,0.13322881875003384,0.06453113197762819,7.75,-14.684005361206232,,,
