SID,delta,theta,alpha,beta,alpha_peak,1/f_slope,spindles,slow_oscillations,CAP_index
s16,0.009203818197986349,0.6533840336794141,0.18302562511215845,0.154386523010441,8.25,-15.529921246861072,,,
s16,0.0069350235054344775,0.3950759211436828,0.12602165210588834,0.47196740324499437,,-15.024144636423092,,,
s16,0.007059369814293809,0.47057974746580694,0.14294453261966508,0.37941635010023433,7.75,-17.157168453257135,,,
s16,0.00813580228779667,0.3903732841606852,0.11204336359731061,0.48944754995420753,8.5,-15.169054886400367,,,
s16,0.005473626514533184,0.5620008144436973,0.15860106183051514,0.2739244972112542,7.75,-16.871309627891183,,,
s16,0.005720711874219998,0.5180138714571143,0.19633124263617546,0.27993417403249016,7.5,-18.063631186321334,,,
s16,0.007030546962003399,0.589331040337988,0.18413281963338266,0.21950559306662606,,-16.3144933779436,,,
s16,0.006933564482517934,0.5831642542086113,0.18997690807296716,0.21992527323590363,,-18.118693496978338,,,
s16,0.009343326758895135,0.641786961555759,0.1357795362849959,0.21309017540035,,-16.9390222163963,,,
s16,0.006419443019213395,0.5378277201883357,0.1622810327149923,0.2934718040774587,8.25,-17.222223619225684,,,
s16,0.008147007533365036,0.687445839426021,0.14605457169171351,0.15835258134890043,,-14.15387761145182,,,
s16,0.014332992710787298,0.7994715205183799,0.10573387478024077,0.08046161199059201,,-15.062498618544433,,,
s16,0.00894453715246083,0.6698137400650174,0.17618753401054774,0.1450541887719741,8.0,-16.536160821546922,,,
s16,0.01025158447559549,0.655464645493102,0.1839418901651895,0.15034187986611292,8.25,-15.019018823168075,,,
s16,0.01358087735147923,0.7247004191508809,0.11195972520188592,0.1497589782957539,,-18.1452733141539,,,
s16,0.009859067110711927,0.8541300127891748,0.06667994900557955,0.0693309710945337,7.25,-16.474599446753405,,,
s16,0.006197894460482991,0.5838492113631273,0.2043523570034781,0.20560053717291152,8.25,-15.680542237350815,,,
s16,0.01517581408645455,0.7209166293230423,0.12881595366736784,0.13509160292313532,,-15.67896432379918,,,
s16,0.01034386031444157,0.7331259928973901,0.14200477148928667,0.11452537529888161,,-13.773676797080698,,,
s16,0.011309208180150866,0.6835839706004998,0.13632539375458194,0.16878142746476746,,-13.72630322362018,,,
s16,0.011955789400985269,0.7158154452319639,0.17179015282683532,0.10043861254021534,8.0,-14.90766670047897,,,
s16,0.01085081170468581,0.7060070013739642,0.1501072990637524,0.1330348878575975,8.25,-15.728072213491949,,,
s16,0.011389354725738933,0.7321767971285371,0.13319584787547334,0.12323800027025038,,-15.086706096729436,,,
s16,0.010455259134308373,0.6727574860831323,0.18429856844796366,0.13248868633459557,8.25,-16.282852857569637,,,
s16,0.006850070202048541,0.8134549365648224,0.09282335567657367,0.0868716375565556,,-16.861270329261107,,,
s16,0.007477220533746379,0.5738307494614691,0.16971457024833592,0.24897745975644855,8.25,-16.91516041059317,,,
s16,0.010248985244281854,0.6483666127672625,0.15456150934961005,0.18682289263884563,8.25,-16.78356968634138,,,
s16,0.019285786191869072,0.698060216640108,0.13650870186852843,0.14614529529949458,7.5,-15.586650347561966,,,
s16,0.00915181455132659,0.5945413122400411,0.18971601019675516,0.206590863011877,,-17.49580086752948,,,
s16,0.006272418129523097,0.5921697942814161,0.1535347557978155,0.24802303179124519,8.75,-17.588364004915462,,,
s16,0.008862599589870379,0.7041939125385053,0.12535049110970564,0.16159299676191874,,-16.600900268521272,,,
s16,0.011807966423256674,0.5906676018783419,0.1291285932465427,0.26839583845185866,8.0,-15.425195779157319,,,
s16,0.008051456091907373,0.7206008729032859,0.13752194604915427,0.13382572495565256,7.25,-16.52584969389674,,,
s16,0.0072826239343076185,0.5402232552874159,0.12556184407637427,0.3269322767019022,,-17.813541162094115,,,
s16,0.010220806513898006,0.7337873829312725,0.1418920136866747,0.11409979686815476,,-14.903797069216475,,,
s16,0.0031047716235410574,0.4434932576999625,0.2801387914650017,0.27326317921149473,8.0,-16.950479618400433,,,
s16,0.003983936157906294,0.5901700934020383,0.20081283619480955,0.20503313424524588,,-17.955930638583514,,,
s16,0.009844415846997915,0.5469961310896007,0.21872126756946114,0.22443818549394023,7.75,-15.65208272582341,,,
s16,0.0029218031700047453,0.4334587940009246,0.1739738858010987,0.38964551702797195,,-18.379071401883564,,,
s16,0.007850577591592687,0.5665104721852956,0.17327595819488312,0.25236299202822854,7.75,-16.808602893650956,,,
