SID,delta,theta,alpha,beta,alpha_peak,1/f_slope,spindles,slow_oscillations,CAP_index
s25,0.006483903273278688,0.7752608564042657,0.11346414935827402,0.10479109096418152,,-13.173135470090417,,,
s25,0.007854163047035055,0.6661328102967813,0.1552581022940525,0.17075492436213113,,-12.492473306482383,,,
s25,0.006712539091013105,0.6793780821243105,0.13934748802430771,0.17456189076036868,7.5,-13.480105075299003,,,
s25,0.009542305392491443,0.7059003105128371,0.15415667813694287,0.13040070595772865,7.5,-11.519261411712959,,,
s25,0.006937050003091257,0.7452350063152858,0.12830145534425993,0.11952648833736289,,-11.946881227334119,,,
s25,0.006433677008040946,0.7100703304604534,0.16568643977081554,0.11780955276069001,7.25,-12.066635162646762,,,
s25,0.006382818537793062,0.7033564683911665,0.17285149941309055,0.11740921365794982,,-13.96142517639951,,,
s25,0.013374542928020528,0.706224960819387,0.15197761409256613,0.12842288216002637,7.25,-12.456336202721216,,,
s25,0.022740874139721756,0.7497890786407572,0.1580100606920471,0.06945998652747391,,-8.987872486684548,,,
s25,0.007575942752409985,0.6707959700462144,0.14440635346700084,0.1772217337343749,,-13.038828434027838,,,
s25,0.00644959025445732,0.6435581265517878,0.14649446519795245,0.2034978179958025,7.25,-12.214238125630942,,,
s25,0.00588352092809004,0.678966176348826,0.16533405638388973,0.14981624633919433,,-12.781248410582954,,,
s25,0.005911831052731843,0.6192111807069296,0.15805585950915796,0.2168211287311806,,-13.279210330469146,,,
s25,0.006734941126273694,0.6605345260518964,0.1490481644261298,0.18368236839570004,7.25,-12.96873755833309,,,
s25,0.011614309148650151,0.661362034826539,0.15180203906288534,0.1752216169619256,,-14.161273822644963,,,
s25,0.010734892379119364,0.6097167352736818,0.08300959656582085,0.29653877578137805,,-14.784285924703193,,,
s25,0.011370035660807003,0.7466014916192993,0.14142311894538062,0.10060535377451327,7.25,-11.348061856803389,,,
s25,0.008984577622178238,0.6697772730265137,0.10490382305533345,0.2163343262959746,,-14.287017025217402,,,
s25,0.010628381813392766,0.6976520681942335,0.13587342722926704,0.1558461227631066,7.25,-11.983746010952247,,,
s25,0.01726935150479762,0.6984204622647152,0.14909072730102327,0.13521945892946385,7.25,-12.218220112662657,,,
s25,0.00950783466989196,0.5799416284326928,0.1795793872666345,0.23097114963078083,,-14.309187083647476,,,
s25,0.01027171037941368,0.6337653742240722,0.17003697353189393,0.1859259418646201,,-12.93050809440715,,,
s25,0.01587454329098312,0.752266246546005,0.11566615019067844,0.11619305997233344,7.5,-11.207403477383215,,,
s25,0.009298216472431993,0.6917804234206935,0.14275052924544482,0.1561708308614296,,-12.286523958875023,,,
s25,0.009812025736858103,0.753102379301362,0.11294148835028588,0.12414410661149396,7.25,-13.230486207871884,,,
s25,0.011866388641951048,0.7071703928725631,0.11941159558378912,0.16155162290169667,7.25,-13.445257139852414,,,
s25,0.008536184801203925,0.7087820872295718,0.15538842849806134,0.12729329947116286,7.5,-11.503401142023808,,,
s25,0.004049303017889643,0.8397677935727326,0.07023108711077014,0.08595181629860775,7.25,-13.129894032733596,,,
s25,0.006759169141775187,0.6652382941099265,0.13381592773040227,0.19418660901789608,,-12.144704748582159,,,
s25,0.012084858819496946,0.7941902977602455,0.10769359896980117,0.08603124445045617,,-7.794858830639509,,,
s25,0.0053501503256941805,0.5711585571506559,0.1567981682465219,0.26669312427712816,,-12.906567509934408,,,
s25,0.012440633286424195,0.6078493732355948,0.14851667418223924,0.23119331929574177,,-13.061609367428726,,,
s25,0.005019598986284774,0.6345974957158471,0.15310634325350145,0.2072765620443665,,-14.513710626080627,,,
s25,0.011526772673256018,0.7250055866437974,0.11916259655781468,0.14430504412513187,,-12.455385682681571,,,
s25,0.011871730075689245,0.6523448105314663,0.1409879247610222,0.19479553463182217,,-13.49958430449562,,,
s25,0.0066121096993430216,0.7489892913644552,0.1463305664402739,0.0980680324959277,,-8.377408794623298,,,
s25,0.010145449330853684,0.722827702474813,0.13579234517384337,0.13123450302048992,,-11.650641389195464,,,
s25,0.025665865506695838,0.762371206580435,0.12136167915532504,0.09060124875754418,7.5,-11.306431138912082,,,
s25,0.005142482687636301,0.688023944371516,0.15315911763793374,0.15367445530291388,,-13.735115218161184,,,
s25,0.011598663726195892,0.7898300321819451,0.08051711281112506,0.11805419128073388,,-13.786681682437967,,,
