SID,delta,theta,alpha,beta,alpha_peak,1/f_slope,spindles,slow_oscillations,CAP_index
s23,0.0038175547644497304,0.3593394198119335,0.19185780772293104,0.44498521770068566,11.5,-21.371840085693073,,,
s23,0.0034816280157937527,0.35301404244880596,0.19851731265584674,0.4449870168795535,9.75,-20.339563779809197,,,
s23,0.0037151904269778625,0.35564624370490006,0.1779188653400116,0.4627197005281105,,-19.205866634031803,,,
s23,0.003990995402650306,0.41424906326205313,0.1801850728214665,0.40157486851383,,-21.429949445217137,,,
s23,0.01853747232179548,0.5632620668585494,0.1722269148265204,0.24597354599313465,7.75,-18.549251141145792,,,
s23,0.0043397651310386086,0.4307847962852778,0.24058728569545393,0.3242881528882296,,-19.964621299016212,,,
s23,0.002472649674631052,0.4030377788683856,0.2305267678657704,0.36396280359121314,,-19.365494386738753,,,
s23,0.004205300382692122,0.44481336248640485,0.20404501062341618,0.3469363265074869,12.5,-18.721729365893047,,,
s23,0.006518568823546606,0.49341021491183673,0.19743957257087588,0.30263164369374085,,-18.092716355518426,,,
s23,0.005993708161812827,0.46966435126470474,0.18315242609730448,0.34118951447617796,,-20.498157919139388,,,
s23,0.0020247175506088928,0.34447475479643747,0.1993865167122373,0.4541140109407163,9.5,-19.39305093268299,,,
s23,0.002345033553998587,0.38449426840856593,0.24713053635476823,0.36603016168266717,10.25,-20.078021719458587,,,
s23,0.006896129663351764,0.5623106767745699,0.18933884597068493,0.24145434759139336,7.5,-18.577903841865464,,,
s23,0.004741407359809287,0.3739989748736496,0.21885180958006425,0.4024078081864768,10.25,-21.0265986899559,,,
s23,0.009373944618495134,0.5620202560747177,0.1560029299747072,0.27260286933207983,,-21.206044117845448,,,
s23,0.004407117245782564,0.386155518008479,0.17216576114211002,0.43727160360362843,11.25,-20.510241713089464,,,
s23,0.005098567626791693,0.4455867661640232,0.17572996200921492,0.37358470419997014,11.0,-20.721556281795777,,,
s23,0.014117287494054357,0.4684102357085766,0.1817383666757071,0.3357341101216618,7.25,-19.21371480606051,,,
s23,0.005819876944256258,0.49798029364279023,0.16254483954877225,0.33365498986418135,,-20.050559878907922,,,
s23,0.00990845291895939,0.5012848896246959,0.17475770470523755,0.3140489527511073,,-18.289776775125,,,
s23,0.0019188941715679773,0.26226673358114705,0.19189357306575322,0.5439207991815317,9.75,-21.495576447856674,,,
s23,0.00546807615846503,0.4813566449762212,0.19689713507707246,0.3162781437882414,,-19.27859227662412,,,
s23,0.004720241306530098,0.5241434881409011,0.1722858452698787,0.29885042528269024,,-19.434110312427624,,,
s23,0.001614652393065694,0.4744254927717354,0.20994482037080733,0.3140150344643916,10.0,-20.983674562784373,,,
s23,0.005275076543495064,0.38163389853765045,0.22741019883938055,0.385680826079474,,-21.359014286274178,,,
s23,0.005800486988903535,0.5666125477262798,0.18222067972847228,0.24536628555634443,7.25,-19.117600483973025,,,
s23,0.002890846419202096,0.38973679910942305,0.22099586825523054,0.3863764862161443,,-18.594729049154466,,,
s23,0.0033437095234417147,0.35671704051889863,0.25153393029034743,0.38840531966731223,10.25,-19.379652013660877,,,
s23,0.006004097169125623,0.3474042992437378,0.19733994264986535,0.44925166093727115,10.25,-20.856802869214096,,,
s23,0.007276831549279482,0.5870578809456961,0.17176697134877641,0.23389831615624795,,-19.14704233711158,,,
s23,0.009300390151407973,0.5415000183817668,0.14334558066258263,0.3058540108042428,,-20.36636738853864,,,
s23,0.0032777758368368833,0.3813489817756672,0.18881148121168737,0.42656176117580863,7.25,-20.536403007374766,,,
s23,0.007702816400545773,0.4535514165285983,0.19523802807282506,0.3435077389980308,10.5,-11.119624791810446,,,
s23,0.004526112981382315,0.3999041124967844,0.19707681906197502,0.39849295545985824,10.25,-21.51961714438736,,,
s23,0.0031143015198514994,0.5038770510685987,0.16040872841606196,0.33259991899548774,,-18.234448648599464,,,
s23,0.007767729113982361,0.5885091471596411,0.17091191848324533,0.23281120524313123,,-18.983857150903376,,,
s23,0.0031416032913218635,0.49405845884218313,0.17450159177984795,0.3282983460866471,,-19.99557778392701,,,
s23,0.0034806415109630263,0.26050396446503415,0.21609430669615678,0.519921087327846,,-21.13456136607573,,,
s23,0.0029620873979788152,0.36951721969481877,0.1856753773584785,0.4418453155487239,,-19.981100024721023,,,
s23,0.00509521837405952,0.38270932931532475,0.21176861323479104,0.4004268390758247,10.25,-21.044020278891825,,,
