SID,delta,theta,alpha,beta,alpha_peak,1/f_slope,spindles,slow_oscillations,CAP_index
s04,0.006304892312866823,0.8126365356666657,0.11270867898454472,0.06834989303592272,,-15.308795915754791,,,
s04,0.007833980902794893,0.7626865154146956,0.14329363188311464,0.08618587179939499,,-15.892608244440138,,,
s04,0.011444536054692157,0.7698683685141654,0.1546580479535593,0.06402904747758309,,-12.344289147527014,,,
s04,0.014144640130951564,0.8077326109674525,0.12272984435441374,0.05539290454718212,,-14.556263452696385,,,
s04,0.009523811308536256,0.8094441560743918,0.12925754593011954,0.051774486686952316,,-11.962096230294271,,,
s04,0.006651608990015627,0.7142450170424293,0.15276119135948532,0.12634218260806981,,-15.628522893889716,,,
s04,0.007862254423650829,0.7579892383259762,0.1366923136224721,0.09745619362790098,,-16.04544164620637,,,
s04,0.008764433258178614,0.7383387861778536,0.14171169672529166,0.11118508383867622,,-15.794076055312837,,,
s04,0.0058876287167830095,0.7126930332760006,0.13254558926456173,0.14887374874265458,,-16.993450395205645,,,
s04,0.011559289677725198,0.7600372684808853,0.14645735348313405,0.0819460883582555,,-14.421666078826357,,,
s04,0.02113872438002717,0.8217054828419166,0.10139640902153876,0.055759383756517296,,-14.347086281333326,,,
s04,0.01434539323423297,0.8229664284074496,0.11462080422367439,0.048067374134643015,7.75,-13.74986558976038,,,
s04,0.013391707648595723,0.8241292325488936,0.1092665956587761,0.05321246414373449,7.25,-14.947776470030567,,,
s04,0.009511512140568086,0.827732875475517,0.11645628618604574,0.046299326197869015,,-13.499086939138573,,,
s04,0.0038317781155944746,0.8274116839100126,0.12402302891910816,0.04473350905528472,7.25,-13.92907567223563,,,
s04,0.00897848032576861,0.8452689129498765,0.09375349078301369,0.05199911594134118,,-15.328289303732655,,,
s04,0.009292645341127198,0.7869185407212749,0.13155517854341983,0.072233635394178,7.5,-14.48138150469584,,,
s04,0.016679256476579175,0.7809106185014397,0.10878156904097443,0.09362855598100654,,-16.11489690173815,,,
s04,0.008119122750541108,0.8277241389295641,0.11220039465395726,0.05195634366593743,,-12.683555654706671,,,
s04,0.007102821392903389,0.7952274017244643,0.1284016592821644,0.06926811760046793,,-14.25944830696165,,,
s04,0.015107673792171556,0.7928038451256476,0.11079943153685888,0.08128904954532187,7.25,-14.141884863271002,,,
s04,0.01749954264250862,0.8111612589534161,0.11528574282296351,0.05605345558111175,,-13.377750998383593,,,
s04,0.010806384772028044,0.7366446168684886,0.13712222543293656,0.11542677292654693,7.25,-16.601947999559695,,,
s04,0.014038335368495148,0.749886743732569,0.1335096196115783,0.10256530128735748,,-15.51159628098885,,,
s04,0.010467890245079561,0.764756937554538,0.13281532503967433,0.09195984716070814,,-15.318847788903927,,,
s04,0.01248990640137084,0.8184870327778487,0.12260253812981642,0.04642052269096392,,-14.305077221705263,,,
s04,0.015934807743395965,0.7735440579885396,0.14267121284797443,0.06784992142009005,,-13.170059344679792,,,
s04,0.006813093225559045,0.7366058786095492,0.11997346306688615,0.13660756509800576,,-13.644577311656384,,,
s04,0.01086182612819486,0.6322841602082986,0.1669256144563572,0.18992839920714938,,-14.486232320398166,,,
s04,0.012335766191302779,0.8098931474080548,0.11687129389906831,0.060899792501574165,7.25,-14.515992259545124,,,
s04,0.00918359522508402,0.6604348636254805,0.14897013008633234,0.18141141106310305,,-13.740015741606312,,,
s04,0.012080392756609036,0.8429457023468784,0.10048233306949697,0.04449157182701578,7.25,-12.740568008187552,,,
s04,0.013402192961356432,0.8157643455750709,0.12055287791299125,0.05028058355058123,,-13.86401787308528,,,
s04,0.005537391701698843,0.8281689251269524,0.10395603786643745,0.062337645304911246,,-13.38313137863382,,,
s04,0.01641601736682619,0.7998550430905196,0.1201799693609886,0.06354897018166565,7.5,-15.559391149377797,,,
s04,0.030031483584594187,0.776530368766003,0.10779709392527156,0.08564105372413133,,-14.800475544208854,,,
s04,0.015986763429564187,0.7373747502502436,0.14079642774411957,0.10584205857607272,7.75,-15.60725897725844,,,
s04,0.012171690864776498,0.750246594529825,0.14116812586356403,0.09641358874183445,,-15.516419543691235,,,
s04,0.006130736098884078,0.7156149508405353,0.15646263305670863,0.12179168000387208,7.25,-15.87788759027309,,,
s04,0.010518841444422956,0.7542187074140895,0.13121612283704656,0.10404632830444101,,-13.66383002325759,,,
