SID,delta,theta,alpha,beta,alpha_peak,1/f_slope,spindles,slow_oscillations,CAP_index
s12,0.0034921044030430505,0.42870176928244697,0.2206504574181482,0.3471556688963616,7.75,-18.753048604351317,,,
s12,0.003250121705155878,0.39506023165541543,0.21957966646291993,0.3821099801765087,7.25,-19.351797726199525,,,
s12,0.003155140101815904,0.3772089943144366,0.24445751216286593,0.37517835342088157,8.5,-17.72513129630762,,,
s12,0.004610956959645154,0.434261031603558,0.19348650838357112,0.3676415030532257,8.25,-18.797597776878238,,,
s12,0.0032223635806889754,0.48154173112020776,0.22048294830840137,0.29475295699070186,7.75,-17.97797204702149,,,
s12,0.0026221153011502804,0.3753001925805526,0.23586460742509655,0.3862130846932005,8.5,-18.553050836639958,,,
s12,0.005063980795946741,0.3587024979788303,0.24675379838803688,0.389479722837186,7.75,-17.368726290767,,,
s12,0.004177484106778371,0.42348313484583056,0.1925134017583174,0.3798259792890737,8.0,-17.91914080498686,,,
s12,0.00469020311574044,0.42667245334287135,0.23830338753875924,0.33033395600262905,7.5,-17.385970922112442,,,
s12,0.005252747164277236,0.3719427488264639,0.23888459084767574,0.3839199131615832,8.25,-18.357746827986823,,,
s12,0.005927280757856534,0.42951158666514905,0.2444799760747808,0.3200811565022136,8.0,-18.608595464126214,,,
s12,0.005317920204571246,0.4757565502096003,0.2083119716164473,0.3106135579693811,7.75,-18.141755900067444,,,
s12,0.004385320014044204,0.42523065630516393,0.21365594327874773,0.3567280804020443,7.75,-18.28834438809009,,,
s12,0.003786251527981535,0.43342773315260363,0.2227429416303702,0.34004307368904463,7.25,-18.83780135476646,,,
s12,0.005113345357606364,0.4056225751979007,0.22226395986731204,0.3670001195771808,8.0,-18.04028228651683,,,
s12,0.006060850526041078,0.39810606331717496,0.21976411079711586,0.37606897535966805,9.25,-18.102470572837817,,,
s12,0.0025347274400582603,0.4316941826695405,0.19163680039669254,0.3741342894937087,7.5,-17.88677466700786,,,
s12,0.004355233391302142,0.44112433198672923,0.22201034826211524,0.3325100863598534,7.75,-16.744724991413495,,,
s12,0.0033551791437493165,0.4098747584317581,0.22278430622155773,0.3639857562029348,8.25,-17.327902672769675,,,
s12,0.0050650008720953986,0.38786277046875195,0.23541117896275834,0.37166104969639435,8.5,-18.263140627030406,,,
s12,0.005012967480143681,0.4728038484175387,0.23762857841861856,0.28455460568369895,7.25,-16.287057801374736,,,
s12,0.005847036676671145,0.4536982201097135,0.21345250704266036,0.32700223617095503,,-17.944800668259052,,,
s12,0.002955982339444676,0.4400052331528312,0.20375040265053898,0.35328838185718525,8.0,-17.107767915407397,,,
s12,0.007091921734110613,0.4495173818679012,0.18847750435515842,0.35491319204282973,7.5,-18.33790420402753,,,
s12,0.004382248427419584,0.5260357554000609,0.18760239590301023,0.2819796002695094,7.75,-18.0288661046955,,,
s12,0.002585661789820962,0.44252136064191383,0.20289300974674201,0.3519999678215232,7.5,-18.136699315843575,,,
s12,0.0041287827095231,0.3558658024447627,0.2630467545481728,0.3769586602975414,8.25,-16.991378497514848,,,
s12,0.004057633575936108,0.32924886963078814,0.26251696808017316,0.40417652871310256,8.0,-15.927408849215714,,,
s12,0.0028817174711716644,0.3637559683716202,0.24888495028949215,0.3844773638677159,7.75,-18.388913904835984,,,
s12,0.004581434664823175,0.39368526816905,0.2166740347787612,0.3850592623873656,8.0,-19.588820858426867,,,
s12,0.002870322507926576,0.3863634862588948,0.22534569300183777,0.3854204982313409,7.5,-19.09934620025842,,,
s12,0.0035498724690377487,0.35794011586377256,0.25332005238960564,0.3851899592775841,7.75,-19.22196683267519,,,
s12,0.007219979294304437,0.43275114769760176,0.22068710171975503,0.3393417712883388,8.0,-17.144299465479577,,,
s12,0.004333287593627568,0.4415878871969545,0.2208229504174604,0.33325587479195745,8.25,-17.92048552096586,,,
s12,0.0033133973234665787,0.4277759909248797,0.23788081264399163,0.3310297991076621,7.75,-15.308164284976097,,,
s12,0.0029541789125539196,0.4893221355259613,0.18941858990913404,0.31830509565235077,7.5,-17.2605862706429,,,
s12,0.0036994402013419735,0.45012679132023947,0.20298219035253345,0.34319157812588524,7.75,-16.97928421264947,,,
s12,0.003745892172010514,0.3907087778321498,0.24346891107717075,0.36207641891866893,8.0,-17.912048960177653,,,
s12,0.003171558177356703,0.36584561008175276,0.2426905086747037,0.38829232306618694,7.75,-18.472706363952522,,,
s12,0.006368714539207528,0.4637666302941761,0.22394747755564798,0.30591717761096837,8.0,-18.529787574017515,,,
