SID,delta,theta,alpha,beta,alpha_peak,1/f_slope,spindles,slow_oscillations,CAP_index
s13,0.005756820215496352,0.5319598070556943,0.17945405808434095,0.28282931464446837,,-17.265235568397063,,,
s13,0.005421963074070084,0.4880070937682728,0.20197193065477037,0.3045990125028869,,-18.541328205585202,,,
s13,0.007594119667760752,0.492810364737803,0.19244382812279934,0.3071516874716368,,-18.871895367228003,,,
s13,0.003002037152394449,0.4062441663832116,0.16727869737157255,0.4234750990928214,,-18.829777501529982,,,
s13,0.005695655025410676,0.47351951230291167,0.1915452597079218,0.32923957296375583,7.25,-18.26125779402759,,,
s13,0.005379639171314183,0.5592150399600815,0.19460673193890007,0.2407985889297041,,-17.568518198391832,,,
s13,0.006793393498417033,0.5375763549062641,0.20242490349370557,0.2532053481016134,,-16.93482528457002,,,
s13,0.0039571949283069095,0.523978494537195,0.17958531902744046,0.2924789915070576,7.25,-17.565378127201935,,,
s13,0.006595494935602375,0.46093420778389244,0.1613683001366956,0.37110199714380965,,-18.940010871946843,,,
s13,0.007131889377024351,0.575941682982675,0.18811583981404612,0.22881058782625446,,-18.38864153031513,,,
s13,0.006253924917531803,0.5000519736108877,0.1766976434285187,0.31699645804306165,7.25,-18.292933523792314,,,
s13,0.0043198707051699545,0.5229575812303656,0.18479497593601463,0.2879275721284498,,-17.941954305935553,,,
s13,0.0037173188937565053,0.4761145197319356,0.17531686465615393,0.34485129671815407,,-18.411477491443957,,,
s13,0.0058691629448197,0.5044492762839532,0.1580225266995917,0.3316590340716354,7.25,-18.652857602407238,,,
s13,0.010935069361065962,0.5812427830569016,0.19414348145954446,0.21367866612248795,8.0,-17.737983553889887,,,
s13,0.003224228195039353,0.4316986210474702,0.18247046281837526,0.38260668793911506,7.25,-18.4453245693499,,,
s13,0.004620166843324112,0.58421915887387,0.19239329901829574,0.21876737526451004,,-17.18000958673857,,,
s13,0.0024407617452807027,0.33738103561819094,0.1456020641681784,0.51457613846835,,-18.683278590485088,,,
s13,0.0047565650922376445,0.4683279594943837,0.16802408902248986,0.3588913863908888,,-17.67364368172201,,,
s13,0.006459354577006317,0.6145120382142127,0.16711792467675915,0.21191068253202172,7.25,-17.73771201836675,,,
s13,0.007398208686425015,0.4197225041288234,0.18811393833609386,0.3847653488486577,,-18.02748160932148,,,
s13,0.006985785872057306,0.5447600462956037,0.17253978260468236,0.27571438522765657,7.5,-17.839173690654274,,,
s13,0.0037530583136964673,0.43903454914753326,0.16988102692729165,0.3873313656114786,,-18.817251867266364,,,
s13,0.0033949746010937575,0.5096676144836555,0.17975791302559327,0.3071794978896575,,-18.124436251482255,,,
s13,0.005150169696670447,0.5222858027896026,0.1949328049018213,0.27763122261190565,,-17.3567117649364,,,
s13,0.005724822893379215,0.6274296215105358,0.14620292694422812,0.22064262865185688,7.75,-17.59766587903578,,,
s13,0.0073233586222863365,0.5825925479891908,0.18618003372116332,0.2239040596673594,7.75,-18.2416439569211,,,
s13,0.006262514909104423,0.4693978656556158,0.19670295888113076,0.32763666055414903,,-19.265140339755984,,,
s13,0.004811842033042589,0.5045727966425443,0.1854473404931616,0.3051680208312515,,-17.752846349337233,,,
s13,0.005288218900490367,0.5450077712371222,0.18757190967854023,0.2621321001838472,,-18.075109352797547,,,
s13,0.005068569853048166,0.529239157679922,0.19478288941266075,0.270909383054369,8.0,-19.305239941765606,,,
s13,0.0049041782926146586,0.5133970989043644,0.1913318102446862,0.29036691255833486,,-18.29927497877714,,,
s13,0.005536138898086577,0.5250360449858477,0.18225666800479168,0.28717114811127414,,-18.241126379988625,,,
s13,0.006835761270436347,0.4552024323462803,0.1715013459981534,0.3664604603851299,,-19.150892897775492,,,
s13,0.009379018091743348,0.5155473868107844,0.1772394007258908,0.2978341943715815,,-17.087304107241984,,,
s13,0.005139210704015438,0.5358986410168193,0.1765611250870124,0.2824010231921529,,-17.477410365431414,,,
s13,0.004593293001101182,0.5585903139487638,0.17888544500166348,0.2579309480484715,,-18.476295812616293,,,
s13,0.006057959995328051,0.5670546643959886,0.17804706701245196,0.24884030859623144,7.25,-15.879284741483227,,,
s13,0.0033867653777304688,0.5612782495726399,0.17800357533919217,0.25733140971043744,7.75,-18.46921182206509,,,
s13,0.003998002991034349,0.5334262205784126,0.17627305803894522,0.2863027183916079,,-18.087672888559403,,,
